comments,label,x,y
"6 Dec 2016 Luke Cage was serving up coffee to all the ladies in Harlem in Season one of his Netflix show. I had a sneaky suspicion that we could see Take free live online classes taught by the world's most inspiring instructors. Watch, rewind, get access to bonus materials, repeat. Make creativity Check out our latest video and see how you can take the next step on your creative  
http://supercoolshop.co 
Watch Funky Cops online English dubbed full episodes for Free. 17 Aug 2011 Similarly, their work is famous in its own right and has appeared on such TV shows as The Real World, Monster Garage, Extreme Home",positive,0.31419745,-3.0893419
Hi there. Why is the Noarlunga readings not showing any rain readings. It has been showing zero for the psst couple of days.,neutral,2.8787773,-24.588299
"I got this site as Merimbula radar weather, but it doesn't really show Merimbula. Is there another site where Merimbula is more central on the chart? Ron Murdoch.",neutral,7.3036613,-3.8132443
"Cheers, Plenty of information. 
 
canadianpharmaciesbnt.com 
international pharmacies that ship to the usa",positive,-5.9427066,-25.781313
"I want to share with you one hosting company called a href=https://prohoster.info/?partner=13ProHoster/a that offers professional internet hosting with a bFREE/b website builder, SSL certificate, domain name and many other useful and bFREE/b chips. Also, you can order virtual server, rent a dedicated server, server administration. I've been working with bProHoster/b for several years now and I'm very glad about it. Here is the a href=https://prohoster.info/?partner=13ref. link/a to the registration.",positive,2.5746264,-2.0852256
Lk,neutral,-1.1604811,3.8692517
"What is the current situation or any
Progress to establish a rain radar for the Wimmera area ?",positive,31.252739,25.357368
"Hi. I regularly use the m.bom website to check the weather for canberra. The links have been really broken in the last week, taking me to other towns, or the warning page or other radar sites. Today I can't get to canberra weather at all.I'll use the main site but I wanted to let you know the issues.",negative,-23.684366,13.3630705
Hey,neutral,-8.309435,6.553073
"I keep finding strange errors.

if I have left the page open in a tab, when I reopen the browser, the page will jump to the radar for a completely different town. Sometimes then the weather page wont load either.

My bookmark for my local weather often loads either to Warnings  or another town. I have tried deleting and resaving the bookmark.",negative,2.4629233,22.121126
"Hi. The last few days your mobile website has been redirecting all over the place and giving me weather from anywhere but my location. This is despite the web address showing my saved favourite location. It's really odd. Then I'll clear that new place and search for my current location (either by the button or manually using my postcode) and the site will redirect me to a whole new place 300kms from where I am. as glithes go, it's quite frustrating. I'd appreciate your techie types jumping on and seeing what they can do with it. Thanks.",positive,-2.256698,38.27679
There seems to be a problem with the app for my iPhone. It is going to areas that I havent set and sometimes freezing . It was good until last week. Peter,negative,0.770808,-7.1800632
"Hi, over the last week or so, I've been experiencing problems with BOM pages loading properly. I click on the bookmarked site for Adelaide weather (http://m.bom.gov.au/sa/adelaide/) and the page loads as a 'warnings' page, or it gives me the weather page for other places around Australia (eg Werribee). It happens on both my iPad and my laptop, so it's not exclusive to one device. I thought I'd report it, just in case the BOM site has been hacked.",negative,-17.433487,24.341112
The BOM Mobile website does work well most of the time with the occasional glitches.,positive,-28.25691,16.760874
"The BOM app on my iPad has suddenly become erratic and often unresponsive. It can't fine my current location (my home of 20 years!) any more, often giving results for other states instead, even when I enter my postcode. I haven't installed any new system updates recently. I've closed the site and restarted my device several times but it hasn't helped. Any other suggestions?",positive,-4.7987638,33.710735
"Hi, when I choose'radar' (Lower Plenty or Yering) page goes to 'warning summary'not radar.. Just annoying, used to work without errors.Now it is very fickle. Brendan.",negative,22.144712,14.557817
"Hello. Ive been experiencing regular breakdowns in the hyperlinks on the BOM app on my iPad. My saved location is BEAUMARIS, VIC. It will go to other locations in Australia when I refresh the page or shift to the radar. This has been daily over the last couple of weeks. It sorts itself out but keeps returning. I thought Id let you know about it. Thanks for the BOM app, anyway.",positive,-19.163599,25.550499
"The app is playing up like crazy. Has been fine for months, now not finding my location (Clunes, Victoria) - placing me in NSW, not letting me chose my location and jumping to warnings page when i hit weather or radar tab! Bizarre.",negative,-2.2849817,31.797125
Everytime I long in to look at weather information and then press radar comes up with different town and keeps on changing my save town as well! Thanks Arren,positive,-4.78273,-22.18098
"The mobile site is doing weird things!! 
It seems to be randomly setting a location. Nothing to do witj what was set.
Please fix. Very frustrating.",negative,-8.067708,35.577618
"Why is this site still going 'off track'?
Every second time I go to it the wrong page comes up.... generally warnings for... anywhere else in Australia but here....but then will not go back to weather for anywhere much less the location chosen!
This has only been happening over last 2 weeks to what has previously been a very reliable simple and straight forward source of information. 
This is my second feedback.... had no response to first one a week ago?",negative,-8.587034,-20.358334
Links in mobile site appear to be broken or incorrect last couple of days. I hit my normal saved home location and have various incorrect pages pop up (QLD marine warning page as last example ).This happens from my favourites link in the browser or even pressing my home town in the list of recent places on the site.,negative,1.1939045,28.138674
"Hi guys,
Love your work and love the mobile page but its been acting weird lately. Today I put in Cowes, also tried 3922 and I was returned results for Brisbane, Melbourne and Ulverstone TAS. This is usually very reliable but over the past 10 days there seems to be a bug, some days it wont move off the warnings page.
Please have a look!
Thank you,
Norah",positive,3.7436495,26.674631
The B.O.M. Mobile website seems to be not operating properly.com,neutral,-28.42829,13.214636
The pages displayed are not consistent with the location I have picked or the URL which is displaying. I've had this issue for a couple of days,neutral,2.4367304,28.003983
When I try to tap on Adelaide it takes me to Queensland warnings,negative,-3.6575272,17.704048
"Results are being returned for the wrong locations. For example, my saved bookmark for Mt Ginini in the ACT returns a forecast for Melbourne. This has started happening recently (this week?).",negative,4.297709,30.67817
In the last few days the mobile site has been changing to random locations around the country and the favourite and recently visited locations keep changing. Sometimes tapping 'radar' switches to another locations forecast rather than the radar. I'm getting the same effect on both my iPhone and iPad. Is there some issue with the site at the moment?,neutral,-1.2985668,40.787514
Updates,neutral,-5.24872,11.900354
"I REALLY don't like this new obtrusive demand to activate location services. I have been happy to just set up a link based on MY preferences, and I don't want or need the Aust Gov't knowing more than the locations I am interested in (which does not necessarily match my location)",positive,-1.4432555,38.273792
"Dear Staff, I use your site several times per day to check radars and temps.  Over the last week if I am in robina m.bom site and I tap on radar,it will take me to warnings for various places and even when I hit return, I do not go back to the Robina site but again end up in a random place in another state. I start all over but as soon as I  navigate to another page on main screen I am again transferred elsewhere. Very annoying and hope just a temporary problem. Thanks for the great service (usually) and I  normally love your site. Mariette",positive,23.559238,15.711095
"I had this so set up to give me weather for my suburb with a weekly forecast. Why has that changed? I can't access the forecasts other than for today, out used to be easy.",positive,13.435378,27.298805
Few problems of late with the mobile site on my Mac. Using both safari and chrome. Look for weather in sydenham and brisbane regularly but links then go off all over the place from WA to mornington peninsula locations or to weather warning pages instead. Never had this before and seems to be happening a lot in the last 4 or 5 days.,negative,-18.871706,5.3725815
"Your mobile website is terrible to use at the moment. I have Darwin saved as my favourite location, but when trying to check the weather and the radar it's taking me to the pages for other locations around the country, and won't let me get to the Darwin page. Please fix this asap, it's the wet season and we need to be able to check the weather",positive,-3.4011755,31.720251
"Hey guys for the last two days the mobile site has had a mind of its own! Click a specific location you want and youll get some random place in Australia every time like a lucky dip. Weather links to radar and radar links to warnings, so I havent been able to check the weather at all. Please fix",positive,22.236372,20.459036
"I have a saved URL to see the forecast for my syburb.

Its been working for years now it takes me to any random location 

No i dont want my mobile location turned on.",positive,1.5788345,39.14863
mobile links aren't working properly. links seem to send me to random pages from other parts of the sites - ie link for Sydney weather directing me to the radar for regional SA.,neutral,22.108812,13.866315
"The mobile site has been doing strange things this week ? Always been excellent before.
Not going to section requested etc. And coming up with info for random place around the country??",positive,44.35078,-0.62324935
"The website keeps going to warnings or NSW weather, either if I tap on Radar or weather in a city (eg Perth and Kalgoorlie, WA)",negative,-23.190733,1.7359163
"In the last week there has been a lot of incorrect links, I keep getting the weather for a different place to one requested, for example I selected Wyoming nsw and got Shepperton Vic",neutral,-18.419065,2.7382815
Leura nsw 2780 is coming up as Hurstville,neutral,-1.0922325,10.086212
"Shit app! Will not let me put a favourite location, won't let me locate my location and continually brings up an old location every time I go into it!!",negative,-1.0350338,42.935417
The page navigation and links seemed to ho random a short time ago. Sometimes radar button doesn't lead to radar and so on. Often i wind up at warnings page but i didn't press warnings to get there.,negative,20.584715,16.960724
"Are you aware that http://m.bom.gov.au/nsw/leura/radar/ no longer produces a radar image on screen, just a government logo.
Please advise.",neutral,25.58432,18.588223
3e,neutral,0.23442411,7.5881414
"When selecting Canberra, Im taken to Port Headland. This may need someone to look into a fix. Thanks. This mobile site is a great and effective public service. Keep up the great work.",positive,-19.200697,-22.921986
Your weather is wrong,negative,-22.519083,0.23316748
Gg.,positive,0.01303163,3.985009
H,neutral,1.9078219,8.067494
"What has happened to the radar page for Cooranbong? It seems to have disappeared!
I use the mobile site on both mobile phone and PC and the Cooranbong Radar page doesn't display on either device.

Chrys",negative,20.880434,15.469341
"Hello,
I am a blind user and use a screen reader. 
 This is because the mobile site is easier to read with less clutter. 
 I have noticed that with a number of locations that I look at, for some reason the real feel temperature seems to be in accurate. Writing is today 31 October around 4 PM for the location of Mullaway New South Wales,  it says that it is 20 and the real feel temperature is 14. It seems quite significant difference. 
 Also, Im wondering if there is any way of getting text output  for radar images?  Meaning where someone using a screen reader that doesnt read pictures could find out whereabouts the storms or bad weather in a particular area.",negative,0.81670976,-21.674374
"This link doesn't seem to work anymore - it used to load the Brisbane radar.
http://m.bom.gov.au/qld/upper-caboolture/radar/

I use it as a shortcut on my phone to get local weather (still works great), but the radar link keeps loading blank. Broke in the last couple of weeks, it had been working great up to then!",positive,35.98838,8.353307
"Please include pollen readings and forecasts on the mobile web site. I'm in Melbourne, and this hay fever thing is maddening.",negative,-11.416222,31.780863
Lip op oyknlli0l00ll 0ppll0ll0 I'll l it 0lo0ulllo09j pin ol0jnil Pou opjl,neutral,-4.493232,6.9018874
"Can you please fix the app for me 

Thanks",positive,-11.3389225,28.222769
Like the new look. Keep it up.,positive,-17.22979,-33.483932
The radar tab has list it's Hyper link to raft map view.,neutral,29.107182,14.892553
Please include UV index on the forecast info,positive,-7.459317,27.59485
"The radar page is not showing the radar image for nw canberra, yass.",neutral,21.704685,16.221483
"I use you site regularly to monitor the weather, but today I can't get the rain radar. Is there a problem with this on your end or could it just be my app.?",negative,31.89407,27.983715
Hi guys. Whats up with the caboolture weather website. The radar page loads but there is no map. This isn't happening on other locations...only the caboolture area. Please fix as I used this very regularly. Thanks Trish,positive,-4.725553,29.74079
"I no longer can see radar information on your mobile web site at:
http://m.bom.gov.au/nsw/leura/radar/
I only see a government logo on my Microsoft Lumia 950 phone.
Any idea as to why, was working fine not long ago.",negative,25.534943,17.828075
"Not sure where you get your rain totals from but Coominya has had 54mm since 9am yesterday not 10mm as indicated on this site. 

Cheers",positive,28.821268,35.535225
Hi guys.Just wondering what has happened to the Caboolture website. The radar page loads but there is no map! Use this app regularly -this has happened a few days ago. Other sites are working fine. Hope you can fix this or is it something that I have done. Thanks Trish,positive,-4.7272487,29.672094
Where has the map gone on the radar icon?  No longer there,negative,29.792383,14.737366
Bad,negative,3.020891,0.4236217
"This is the most useful app I use everyday. 
However, it would fantastic if it included the daily pollen forecast.",positive,-38.38044,19.85987
Love it!,positive,-56.80981,-24.130796
Sooo ..was there a storm predicted for tonight ??,neutral,1.8015519,11.598217
"it was agood day im happy today pop works hard  i love pop
im tired",positive,-0.10465726,8.863902
no wind or thunderstorm asthma warmings received on either bom or vicemerg apps. why?  i live in ballarat. winds have been horrific here since yesterday - still going... just checking location is on...but still. this is unhelpful.,negative,45.744545,21.07814
"The mobile site has been excellent until about 1-2 weeks ago when it changed, it no longer loads properly. The screen now opens black and if the user pinches to resize a few times eventually a clear image is enabled. Not sure if you recently changed the mobile site but it needs to be corrected. The actual information and the look and feel of the site is otherwise outstanding, Thanks so much",positive,44.335064,-6.9254766
Great weather app but could you please make the print a little bigger on the radar map. Thank you.,positive,-22.114103,29.012438
Love it,positive,-55.985615,-23.566633
Thanks for the service. Much appreciated.,positive,-34.152786,0.81877106
You have a warning for the NT in the Tasmania warning list.,negative,-3.55667,18.294895
Why does mobile site not give estimate of rain fall in 'mm' on the day  your looking!?,neutral,25.857798,39.863964
",  ,",neutral,-2.9100158,2.848502
Sorry but appears your radar isnt working properly. Its currently raining in Bet Bet but nothing is showing on the radar.,neutral,31.312256,22.858492
Why in heavens name did you change the display? It was so convenient to zoom out in increments from Sydney to view Australia in total.,positive,-1.1337193,11.588737
"Love this app.

It's my go to weather reference and works beautifully on windows 10 mobile..

Excellent job.... It's perfect...",positive,47.52618,-4.97281
The mobile website is perfect. Thanks!,positive,-32.409824,8.862134
BbVvmvcvmm .n.6,neutral,-6.857037,5.584956
Lol I can't ll,positive,-6.880523,3.835823
"Hi - i was wondering who the best person would be to speak to about obtainingweather data to a submit to a website 


obtaining",positive,-27.64007,13.105958
Location finder not working on m site. iOS 10.3.3. Safari.,neutral,2.96159,38.42713
",  ,",neutral,-2.0607495,3.0550141
"I enjoy your site, but have one complaint. When I first installed the app, I was in Caloundra. Have not marked it as a favourite as I live in Labrador on the Gold Coast and even though I have marked Labrador as a favourite, I still get Caloundra first when I open your site. It is a little annoying and am writing to ask you how I can correct. I would appreciate an email with how to changethank you
Anna Dapergolas",negative,0.33058915,34.278008
Dw,neutral,-3.7075868,4.490765
"Need to be able to store more than two locations. Personally, I need 3.",neutral,-11.272718,16.926025
RxzZA,neutral,-5.2879033,2.0245059
"Come on! Second feedback email for the mobile android version. Please, please, please tell me how much expected rainfall is due on the current day!! Really guys, telling me that there's a 20% chance of rain in my area is of little value when you don't get the expected amount of rain to fall. I know more about tomorrow's expected rainfall than I do about today's. Massive problem hey? Best mobile phone site otherwise. Thanks and don't take it the wrong way.",positive,23.096487,43.151897
09417032828,neutral,-1.7930181,2.0721586
How can I make my current location (Gawler) my favourite. It always shows Adelaide even though I select the favourite button.,neutral,-1.8891267,41.61858
NnimmzmzmzmzmzmmznimmmmzmzZizcizz,neutral,-2.5056672,5.418277
Blv,neutral,-2.6403322,-0.4966474
"Hi,
To be frank and honest, I would use BOM over Weatherzone but you have one very, very annoying point. The Radar. When I want to see the Radar for Armidale, your system seems to think we are close to Newcastle.
It is so very annoying that it will not revert to the nearest Radar which is Namoi NOT NEWCASTLE......
Can somebody please explain to me why this is not happening or is it a case nobody has ever pointed this out to you.
I would like to use BOM but unless this issue can be resolved I just will not use it in future.
You can not even ask the app or the mobile website to pick another Radar location........
Regards,
Nigel",neutral,26.504162,19.655874
Can you provide wind direction &  strength like before for each day,positive,48.17162,24.101522
"Is there a way I can activate the 'my location' function at this site, and your main site for that matter? Works with the app (it asked my permission) but not sure if I like the portrait format.",negative,15.0484705,-7.822161
"On the next 24 hour chart screen; 
When the time bar is moved to the far left the textual values at the top of the screen incorrectly display 0 values instead of values that match the chart",positive,4.5562563,8.772285
Live in lulworth and can't get the radar for my part of the state.Why not.  Athol preston,neutral,27.320805,12.814235
"Huh.,,,,.!",neutral,-0.547815,4.878013
2 equipment,neutral,-2.620975,6.4112654
Just wanted to say that I love the new website! It looks great!,positive,-47.9406,7.1493244
"Why does the post code for tweed heads show as 2486.  This is the code for tweed heads south. A minor thing, but irritating on a government site.",negative,-1.4380283,9.435408
"Frost alert for Fro21Kul2017. 
Np summary displaued 
Attempted repeated reloads.",positive,-3.5097795,12.454215
fx-brokers-review.com/index_no.html Analyse og sammenligning av sikre og topp Forex selskaper,neutral,-3.8158884,12.780417
"Hi,
Suggest when you make Maroochydore your location, the radar should default to Gympie, not Brisbane.
Cheers
Andrew",negative,29.408274,20.591293
I love your mobile site!  I much prefer to main site to the point I'll go to my phone/iPad before looking on computer.  Seeing when rain may come during the day is great for a mother and her washing! When I'm on holiday it is very easy to change locations as well.  LOVE this site!!,positive,-38.94432,-13.645633
",  ,   .  a href=http://ledbegorod.ruledbelgorod.ru/a",neutral,-3.43481,8.0941515
"Hello,
I am unable to use the ""use my current location"" feature on the mobile site to select te weather location. I have tried it on safari and chrome and on 2 different iPhones. I was wondering if there is a bug that's causing this issue or whether you might be able to point me in the direction to get this working again? 
Thanks,
Mark",positive,3.3392344,36.10207
Ht,neutral,-3.5297723,4.0745955
"Hi - Why is there frequently / always a long, thin band of cloud extending NNE of Burra? It appears to be permenant, or at least on my mobile it does. Regards, Graham",neutral,-5.1977305,10.094517
How to change a previously saved location. I have moved house. How to change this?,positive,-1.0968024,38.916836
Khajuraho  jhansi  weather  not com,neutral,-19.881382,2.1640105
Is this something we have to pay for?,negative,-6.2897887,7.4012685
Sex,neutral,-2.376005,-0.11953725
I would like to have a couple re favorites,positive,13.452874,-13.94392
"Is the Penrith, NSW water gauge not working at the moment? We've had a really wet day and it says that we've had 0mm again, yet surrounding areas have significant measurements",positive,5.233992,-4.289863
Hello i would like to let b.o.m know that the overnight temperatures for pinjarra in the winter months are always incorrect for eg akways forcasting the temperature 5c to 6c higher than it actually is i go by dwellingup over night forecasts and pinjarra forecasts for the daytime deffenatly more accurate when i do it that way so the overnight temperatures for pinjarra need to be revised more before making a forecast for pinjarra,positive,10.231826,26.434109
