comments,label,x,y
zayAZ AZz,neutral,0.6030601284109274,0.5450680064664649
Hey s,neutral,0.3427638337743084,0.3041207890271841
Why isn't there a weather station collecting climate data in docklands or Port Melbourne? My students of Building Design regularly have commercial practice projects in these booming areas and can't research data specific to the suburb using the bom website.,neutral,0.4170222110247016,0.6813007657927966
"What the fuck are you loser being paid for?! If BOM was a private company you would've all been fired. Useless government scum - as with all government employees - responsible for nothing and accountable for nothing. Just think about that when you're lining up for your coffee on tax payer time, and then can't deliver anything. What a waste of money - you're just as bad as the politians!!",negative,0.8754568417951749,0.5104223374780111
Is there a realtime radar...seems to be old veiw    how is that useful ?,positive,0.6693137829622723,0.5859365525622129
"Hi. I have noticed over the past few weeks that your forecast and maximum temperatures have been incorrect. Is there any reason for this, as in, particular anomalies with the current weather system or is this symptomatic of unpredictable weather in this day and age?",neutral,0.6249035020955999,0.6746890509878248
"When I select Radar on my phone app for Launceston it shows Hobart Radar a little annoying as am Launceston based, any chance of changing to show the Radar from the NW Tas when viewing weather for Launceston",negative,0.8423424376202573,0.08319498833243877
H,neutral,0.7636828414433382,0.243666374536874
"Hi, I found this page (http://media.bom.gov.au/social/blog/1324/feeling-hot-and-bothered-its-not-the-humidity-its-the-dew-point/) very interesting and useful. Would it be possible to incorporate the current dew point into the mobile site?Thanks!",positive,0.19422296057877086,0.5724569574914731
Hourly predictions is much better than the vague all-of-Melbourne on the main BOM site. But can't we have at least 3 days of hourly predictions? I gather you have enough accuracy these days. (I'm on a PC),positive,0.09571251661238711,0.8853268262751396
Tweeeiyi,neutral,0.6272489720512687,0.7234163581899548
"How about Wave Height for Valla Beach- next 24hours. ??
Thanks
Chris",positive,0.01612920669501683,0.5944318794450425
Well laid out. Very helpful. Thank you.,positive,0.5567851923942887,0.15895964414472274
Great app guys. Well done,positive,0.1530705151247731,0.6955295287709109
"Hello, last year (2017) in July I became completely photosensitive due to epilepsy. I am taking medication and now I can go outside when the UV is below 4. My question is: how much lower is the UV level in thick cloud? Thank you, Anaree Nelson, Fraser Coast, Qld.",positive,0.31876642638187636,0.6919702955318197
"I get the message below when trying to set my location. Other apps have no similar problem. Im using iOS 11.2.5. 

An error occurred while finding your location. Please try again or search by place or postcode.",negative,0.5543832497177721,0.3889505741231446
Great resource! Thank you,positive,0.9251324896139861,0.8416699969127163
"Mobile site, burpengary is my regular location, about 6 months ago the radar button stopped working, it used to load Brisbane radar, now blank. Using chrome or samsung internet browser.",negative,0.35739756668317624,0.04359146379904055
"I live in Briagolong vic and use this mobile site often. Recently when  I select 'radar' it does not provide the correct link, I have to go via Bairnsdale.  Thanks
Jeff bowers",positive,0.30476807341109746,0.398185681917981
"Hi there. I love the Bom mobile site, especially the 24 hour ahead and 24 hour past screens, however have been caught flat footed a number of times because the 24 hr ahead is NOT updated in a timely fashion.  I am looking at current weather and it looks as if it is going to get ten degrees hotter than current temp in the next hour, when in fact if I look at past 24hours, it is apparent that the cool change came through two hours ago. I can't call you the authority in weather if I can't rely on your data.",positive,0.7049588304513622,0.9953584820340174
Ok,positive,0.35591486571745956,0.7625478137854338
Ogre and other,neutral,0.5931769165622212,0.6917017987001771
I vmbmnlnbkl,neutral,0.15112745234808023,0.39887629272615654
By alice,neutral,0.24085589772362448,0.34345601404832493
You tube,neutral,0.5131281541990022,0.6666245501640716
Hi. Im on man iPhone 6 and I find that my favorite locations do not stick. Each time I use the ap I have to reset my favorite location. Thanks,positive,0.10590848505681383,0.13089495066408074
Freya is she u,neutral,0.32198060646830806,0.6615643366662437
N en di a kkkoo oop8po,neutral,0.8465062252707221,0.5532573447967134
Si i999,neutral,0.8544524875245048,0.3848378112757611
"Why is the app forecast always different to the website?  I live in Williamstown Victoria, less than 15 km and there is often huge variation in forecasts. E.g. according to the bom app the forcast is 34 Sunday 28th Jan but on the bom website it says 39! This is a significant difference and quite dangerous for extreme weather conditions.",negative,0.31678789711837974,0.3542646755916785
Lll,neutral,0.17108182920509907,0.8291126345018904
I always use this sight because it is up to date and correct,neutral,0.3386708459143266,0.5523700752940731
Moon and sun icons are out of sync with celestial movements.,neutral,0.578551468108833,0.5215330593973323
Z,neutral,0.002688064574320692,0.98834541928282
"Favourite Star- you can select it but when you log back on it is gone. Been the same forever with me.

Otherwise the app is fantastic. Any ideas?

Regards Gerald Moss Swanbourne WA",positive,0.9053415756616099,0.2076358611963245
Need to look at app for weather zone as not working,neutral,0.2924894127924248,0.5200101530724834
This app is coming up with error and doesnt work . Thanks Steve Koios,negative,0.9019113726606706,0.9836308849117232
"Re: previous enquiries. Im referring to the mobile page, not the app. The app seems to remember favourites, cheers.",positive,0.2575420641540831,0.5643590429247817
"The mobile app doesnt remember favourite locations. I have set Devonport, Tasmania as a favourite (and the star is checked) but it never appears as a favourite, and the app always says no favourites have been set. Any ideas? Thanks.",positive,0.8069686841371791,0.3943700539527748
Thirlere nsw,neutral,0.7310730358445571,0.16106901442921484
"Radar is not displayed on the site for Erica. I would like to be able to see that again.
Great job otherwise.
Ole",positive,0.6006985678335899,0.8658644583032646
ug,neutral,0.9835216092035556,0.07936579037801572
Cfhu9y6 mob  bo,neutral,0.42834727470094924,0.2045428595464277
Great App but the BOM rain forecasts are bloody hopeless.,negative,0.4506364905187348,0.547763572628854
"Would be great if you could provide direction arrows of the warning areas so you could see the potential movement of the warning areas, as a guide only of course.",positive,0.09332671036982076,0.29686077548067946
Can bra,neutral,0.9275842401521475,0.5690037314301953
"Please fix your app. I uninstalled it because the temperature and forecast don't match the data on your website  (I'm in Adelaide). Also, the app is very slow to load. Btw I'm using Android.",positive,0.45741199752361195,0.7535259907981146
"I travel a lot and like to be able to see the pressure maps and satellite pictures, I can then draw my conclusion about up coming weather for the places I am going visit.  Also, my family have a cattle farm, and approaching possibilities of upcoming rain is essential for farm activities and agriculture planning.

Please tell me I can still access the old site.  I am in Melbourne till the end of January then back to a place called 'Number One NSW 2424' where their is NO mobile signal.  We have a satellite service which is very slow.

Hope to hear from you,  as I feel that this site is dumbing down the huge range of information that all of you spend your time on analysing....also I think that younger people will not be inquisitive about the wonders of the weather and will turn to other sites.

Kindest regards Beverley Timmins
PS?  I do not wish to insult those who have worked to provide this new site...there must be a good reason for it - but it does not provide me with what I want to see and it may be there hiding under some heading, but I could not find it!",positive,0.7418621518420373,0.04857903284426879
Please make the warnings more visually attractive and easy to digest. One needs to quickly identify and understand the relevant warnings,positive,0.708697395442746,0.8392433478050836
"The radar being your only visual report, needs ""pause"" and speed control functionality.",neutral,0.16593788420695388,0.7809979379999573
"Hi,  Im trying to change the town when I press on the weather but I cannot. Not sure what to do.  It would be easier if someone could contact me please by phone.
Thank you
Niall",positive,0.2865366167291019,0.3064697533295573
Site always reports an error when I click on the my location button. Site never remembers my favourite location (Warragul) even though I have starred it. I always have to type in my postcode to get my local weather.,negative,0.665261465349683,0.11139217160771575
"Hi BOM team, 

The 24hr forecast temperatures (at the following link) for Sydney don't appear correct.

http://m.bom.gov.au/nsw/sydney/forecasts/

For eg. at 5.27pm (now) the 5pm temperature is listed as 26degC, but the actual temp listed for Sydney at this BOM page is 28.6degC. 

Peter",neutral,0.6648724488032943,0.8878567926762226
I really like this format. I do however miss the UV ratings for the next 4 days.,positive,0.6963112682354063,0.44032787666540907
"When you type in to view Berwick, it is such a false reading as it takes the details from Ferny Ck? 

Why is this? Ferny Ck has such different conditions, so the Berwick area us always usually a false reeding?  ;( 

Can't it be aligned to a different station more relevant? 

Thom",neutral,0.4382143843772247,0.7650960952393066
"I live in Bright. And know for a fact we have just had over 56mm of rain in the last 24 hrs during this huge rain event. The source of the info on your page says Omeo! That is on the other side of Mount Hotham! Even Wangaratta would have been more accurate. 
Very very disappointing.",positive,0.5656420012258828,0.0849041631918176
The weather radar is not working it is just stopped. Please fix as soon as possible because on days like this I need to check where the rain is.,positive,0.5826710878614046,0.8148437028934097
"Ur website sucks, all the weather app predictions are always wrong, ""100% Chance of thunderstorms from 9am - 12pm"", yet it is 10:30am and not a single lightning strike nor thunder heard either.",negative,0.33706638344761,0.9275765795753895
What has happened to the radar for Caboolture,neutral,0.7507170003431679,0.5740638251499645
CHi mt  L,neutral,0.7516439887929184,0.07914896073820521
What has happened to the radar view or Cooranbong for the m.bom.gov.au website on PC and on mobile?,neutral,0.8593890756806114,0.8215041132005579
SUPER,positive,0.9098716596102089,0.12863119750938
"The link to the Bairnsdale radar has stopped working ... Eg if your looking at weather for yarram, then switch to radar ... No radar appears",negative,0.08178008709398521,0.13841557278158978
". 
 -        ! 
       
  .   ICQ 656310373",neutral,0.3993787101028001,0.4243068610809919
Ikobjjmg,neutral,0.5622183787309056,0.12224354963250506
"OMG.... poured with rain non-stop today in Sydney! Just so glad I followed the BOM forecast and lugged my umbrella around with me all day to keep me dry!!! 
Clearly money well-worth spent on the department..... keep up the good work guys!!!",positive,0.20139950138137086,0.8116443482840215
"6 Dec 2016 Luke Cage was serving up coffee to all the ladies in Harlem in Season one of his Netflix show. I had a sneaky suspicion that we could see Take free live online classes taught by the world's most inspiring instructors. Watch, rewind, get access to bonus materials, repeat. Make creativity Check out our latest video and see how you can take the next step on your creative  
http://supercoolshop.co 
Watch Funky Cops online English dubbed full episodes for Free. 17 Aug 2011 Similarly, their work is famous in its own right and has appeared on such TV shows as The Real World, Monster Garage, Extreme Home",positive,0.4679875740567494,0.8079382094836102
Hi there. Why is the Noarlunga readings not showing any rain readings. It has been showing zero for the psst couple of days.,neutral,0.007426378544613033,0.5515927259824055
"I got this site as Merimbula radar weather, but it doesn't really show Merimbula. Is there another site where Merimbula is more central on the chart? Ron Murdoch.",neutral,0.9319321480766781,0.5821754591458701
"Cheers, Plenty of information. 
 
canadianpharmaciesbnt.com 
international pharmacies that ship to the usa",positive,0.20609572744527416,0.7177575622795576
"I want to share with you one hosting company called a href=https://prohoster.info/?partner=13ProHoster/a that offers professional internet hosting with a bFREE/b website builder, SSL certificate, domain name and many other useful and bFREE/b chips. Also, you can order virtual server, rent a dedicated server, server administration. I've been working with bProHoster/b for several years now and I'm very glad about it. Here is the a href=https://prohoster.info/?partner=13ref. link/a to the registration.",positive,0.3789858496989177,0.6683839472594598
Lk,neutral,0.02931972289377127,0.6359003593513561
"What is the current situation or any
Progress to establish a rain radar for the Wimmera area ?",positive,0.032197934937924,0.744780655141766
"Hi. I regularly use the m.bom website to check the weather for canberra. The links have been really broken in the last week, taking me to other towns, or the warning page or other radar sites. Today I can't get to canberra weather at all.I'll use the main site but I wanted to let you know the issues.",negative,0.4729130022384551,0.12175435547305369
Hey,neutral,0.542635925788506,0.0667744432250047
"I keep finding strange errors.

if I have left the page open in a tab, when I reopen the browser, the page will jump to the radar for a completely different town. Sometimes then the weather page wont load either.

My bookmark for my local weather often loads either to Warnings  or another town. I have tried deleting and resaving the bookmark.",negative,0.6533648713530407,0.9960863273678254
"Hi. The last few days your mobile website has been redirecting all over the place and giving me weather from anywhere but my location. This is despite the web address showing my saved favourite location. It's really odd. Then I'll clear that new place and search for my current location (either by the button or manually using my postcode) and the site will redirect me to a whole new place 300kms from where I am. as glithes go, it's quite frustrating. I'd appreciate your techie types jumping on and seeing what they can do with it. Thanks.",positive,0.7693973370739623,0.5737741136588245
There seems to be a problem with the app for my iPhone. It is going to areas that I havent set and sometimes freezing . It was good until last week. Peter,negative,0.10263525921079586,0.6998340747729147
"Hi, over the last week or so, I've been experiencing problems with BOM pages loading properly. I click on the bookmarked site for Adelaide weather (http://m.bom.gov.au/sa/adelaide/) and the page loads as a 'warnings' page, or it gives me the weather page for other places around Australia (eg Werribee). It happens on both my iPad and my laptop, so it's not exclusive to one device. I thought I'd report it, just in case the BOM site has been hacked.",negative,0.6611678673279311,0.04909713062277632
The BOM Mobile website does work well most of the time with the occasional glitches.,positive,0.7922993018445906,0.5187165908905051
"The BOM app on my iPad has suddenly become erratic and often unresponsive. It can't fine my current location (my home of 20 years!) any more, often giving results for other states instead, even when I enter my postcode. I haven't installed any new system updates recently. I've closed the site and restarted my device several times but it hasn't helped. Any other suggestions?",positive,0.4258676941999191,0.7881871736014655
"Hi, when I choose'radar' (Lower Plenty or Yering) page goes to 'warning summary'not radar.. Just annoying, used to work without errors.Now it is very fickle. Brendan.",negative,0.41156922320883715,0.48102627550515353
"Hello. Ive been experiencing regular breakdowns in the hyperlinks on the BOM app on my iPad. My saved location is BEAUMARIS, VIC. It will go to other locations in Australia when I refresh the page or shift to the radar. This has been daily over the last couple of weeks. It sorts itself out but keeps returning. I thought Id let you know about it. Thanks for the BOM app, anyway.",positive,0.18162884267382462,0.32131889950642867
"The app is playing up like crazy. Has been fine for months, now not finding my location (Clunes, Victoria) - placing me in NSW, not letting me chose my location and jumping to warnings page when i hit weather or radar tab! Bizarre.",negative,0.8455329965625688,0.18690374892671535
Everytime I long in to look at weather information and then press radar comes up with different town and keeps on changing my save town as well! Thanks Arren,positive,0.4172910609033441,0.9890345073952994
"The mobile site is doing weird things!! 
It seems to be randomly setting a location. Nothing to do witj what was set.
Please fix. Very frustrating.",negative,0.23659981170551936,0.9168323329388289
"Why is this site still going 'off track'?
Every second time I go to it the wrong page comes up.... generally warnings for... anywhere else in Australia but here....but then will not go back to weather for anywhere much less the location chosen!
This has only been happening over last 2 weeks to what has previously been a very reliable simple and straight forward source of information. 
This is my second feedback.... had no response to first one a week ago?",negative,0.918397467805633,0.09129634220320182
Links in mobile site appear to be broken or incorrect last couple of days. I hit my normal saved home location and have various incorrect pages pop up (QLD marine warning page as last example ).This happens from my favourites link in the browser or even pressing my home town in the list of recent places on the site.,negative,0.463652724885516,0.5022163353227871
"Hi guys,
Love your work and love the mobile page but its been acting weird lately. Today I put in Cowes, also tried 3922 and I was returned results for Brisbane, Melbourne and Ulverstone TAS. This is usually very reliable but over the past 10 days there seems to be a bug, some days it wont move off the warnings page.
Please have a look!
Thank you,
Norah",positive,0.31366895005212747,0.047339537237736984
The B.O.M. Mobile website seems to be not operating properly.com,neutral,0.24168563724539782,0.09552964155536092
The pages displayed are not consistent with the location I have picked or the URL which is displaying. I've had this issue for a couple of days,neutral,0.23824990571241178,0.8077910862901561
When I try to tap on Adelaide it takes me to Queensland warnings,negative,0.8949782878860116,0.0432228920796468
"Results are being returned for the wrong locations. For example, my saved bookmark for Mt Ginini in the ACT returns a forecast for Melbourne. This has started happening recently (this week?).",negative,0.301946836262719,0.9805821985942876
In the last few days the mobile site has been changing to random locations around the country and the favourite and recently visited locations keep changing. Sometimes tapping 'radar' switches to another locations forecast rather than the radar. I'm getting the same effect on both my iPhone and iPad. Is there some issue with the site at the moment?,neutral,0.5395048225537353,0.6263093617098563
Updates,neutral,0.0055454084069045395,0.48490944344255926
"I REALLY don't like this new obtrusive demand to activate location services. I have been happy to just set up a link based on MY preferences, and I don't want or need the Aust Gov't knowing more than the locations I am interested in (which does not necessarily match my location)",positive,0.9883285346223875,0.3751855274827981
"Dear Staff, I use your site several times per day to check radars and temps.  Over the last week if I am in robina m.bom site and I tap on radar,it will take me to warnings for various places and even when I hit return, I do not go back to the Robina site but again end up in a random place in another state. I start all over but as soon as I  navigate to another page on main screen I am again transferred elsewhere. Very annoying and hope just a temporary problem. Thanks for the great service (usually) and I  normally love your site. Mariette",positive,0.09703815863886123,0.4619087615684484
"I had this so set up to give me weather for my suburb with a weekly forecast. Why has that changed? I can't access the forecasts other than for today, out used to be easy.",positive,0.9630044659922582,0.34183061356501643
Few problems of late with the mobile site on my Mac. Using both safari and chrome. Look for weather in sydenham and brisbane regularly but links then go off all over the place from WA to mornington peninsula locations or to weather warning pages instead. Never had this before and seems to be happening a lot in the last 4 or 5 days.,negative,0.7989227332150132,0.7988463312130619
"Your mobile website is terrible to use at the moment. I have Darwin saved as my favourite location, but when trying to check the weather and the radar it's taking me to the pages for other locations around the country, and won't let me get to the Darwin page. Please fix this asap, it's the wet season and we need to be able to check the weather",positive,0.20824829673893663,0.44336770180121177
"Hey guys for the last two days the mobile site has had a mind of its own! Click a specific location you want and youll get some random place in Australia every time like a lucky dip. Weather links to radar and radar links to warnings, so I havent been able to check the weather at all. Please fix",positive,0.7156012751543048,0.41051978541392786
"I have a saved URL to see the forecast for my syburb.

Its been working for years now it takes me to any random location 

No i dont want my mobile location turned on.",positive,0.19100695537042112,0.9674943068064185
mobile links aren't working properly. links seem to send me to random pages from other parts of the sites - ie link for Sydney weather directing me to the radar for regional SA.,neutral,0.6507503664762934,0.8654598515228994
"The mobile site has been doing strange things this week ? Always been excellent before.
Not going to section requested etc. And coming up with info for random place around the country??",positive,0.025242357799643678,0.26690581479113473
"The website keeps going to warnings or NSW weather, either if I tap on Radar or weather in a city (eg Perth and Kalgoorlie, WA)",negative,0.5020711003267428,0.06744863513005173
"In the last week there has been a lot of incorrect links, I keep getting the weather for a different place to one requested, for example I selected Wyoming nsw and got Shepperton Vic",neutral,0.9930332610947917,0.2364623961980289
Leura nsw 2780 is coming up as Hurstville,neutral,0.37429218234544803,0.21401191490834626
"Shit app! Will not let me put a favourite location, won't let me locate my location and continually brings up an old location every time I go into it!!",negative,0.10544586610545081,0.23247978560423577
The page navigation and links seemed to ho random a short time ago. Sometimes radar button doesn't lead to radar and so on. Often i wind up at warnings page but i didn't press warnings to get there.,negative,0.3006101355032047,0.6344422678994391
"Are you aware that http://m.bom.gov.au/nsw/leura/radar/ no longer produces a radar image on screen, just a government logo.
Please advise.",neutral,0.2812347814529085,0.36227676097657624
3e,neutral,0.005942843723529823,0.36571912592736455
"When selecting Canberra, Im taken to Port Headland. This may need someone to look into a fix. Thanks. This mobile site is a great and effective public service. Keep up the great work.",positive,0.5338859816982946,0.1620158370505309
Your weather is wrong,negative,0.597433108360375,0.29315246862717936
Gg.,positive,0.6320504948017279,0.026196605250843774
H,neutral,0.8875934604677749,0.016118630423373914
"What has happened to the radar page for Cooranbong? It seems to have disappeared!
I use the mobile site on both mobile phone and PC and the Cooranbong Radar page doesn't display on either device.

Chrys",negative,0.12695803103596137,0.7771624615706022
"Hello,
I am a blind user and use a screen reader. 
 This is because the mobile site is easier to read with less clutter. 
 I have noticed that with a number of locations that I look at, for some reason the real feel temperature seems to be in accurate. Writing is today 31 October around 4 PM for the location of Mullaway New South Wales,  it says that it is 20 and the real feel temperature is 14. It seems quite significant difference. 
 Also, Im wondering if there is any way of getting text output  for radar images?  Meaning where someone using a screen reader that doesnt read pictures could find out whereabouts the storms or bad weather in a particular area.",negative,0.04589523220217062,0.71099869359551
"This link doesn't seem to work anymore - it used to load the Brisbane radar.
http://m.bom.gov.au/qld/upper-caboolture/radar/

I use it as a shortcut on my phone to get local weather (still works great), but the radar link keeps loading blank. Broke in the last couple of weeks, it had been working great up to then!",positive,0.9710461405101289,0.8716829331423073
"Please include pollen readings and forecasts on the mobile web site. I'm in Melbourne, and this hay fever thing is maddening.",negative,0.7101616513206985,0.9585097430216668
Lip op oyknlli0l00ll 0ppll0ll0 I'll l it 0lo0ulllo09j pin ol0jnil Pou opjl,neutral,0.42981333788658194,0.8728789143218073
"Can you please fix the app for me 

Thanks",positive,0.3559576679736146,0.9297636529038468
Like the new look. Keep it up.,positive,0.1487776562421036,0.9400290149282735
The radar tab has list it's Hyper link to raft map view.,neutral,0.8327161972832127,0.8460548381964641
Please include UV index on the forecast info,positive,0.12392300992394434,0.596486898341737
"The radar page is not showing the radar image for nw canberra, yass.",neutral,0.01639248087593137,0.7211843660506068
"I use you site regularly to monitor the weather, but today I can't get the rain radar. Is there a problem with this on your end or could it just be my app.?",negative,0.007737514125903955,0.08482227744523363
Hi guys. Whats up with the caboolture weather website. The radar page loads but there is no map. This isn't happening on other locations...only the caboolture area. Please fix as I used this very regularly. Thanks Trish,positive,0.2254984104500236,0.8751245338732246
"I no longer can see radar information on your mobile web site at:
http://m.bom.gov.au/nsw/leura/radar/
I only see a government logo on my Microsoft Lumia 950 phone.
Any idea as to why, was working fine not long ago.",negative,0.36357631798761336,0.5399599352125585
"Not sure where you get your rain totals from but Coominya has had 54mm since 9am yesterday not 10mm as indicated on this site. 

Cheers",positive,0.5681032138189784,0.22546336030595993
Hi guys.Just wondering what has happened to the Caboolture website. The radar page loads but there is no map! Use this app regularly -this has happened a few days ago. Other sites are working fine. Hope you can fix this or is it something that I have done. Thanks Trish,positive,0.5721467679844612,0.6609517950296032
Where has the map gone on the radar icon?  No longer there,negative,0.29824539331732947,0.41862685898002594
Bad,negative,0.45308892454613003,0.9323506615420816
"This is the most useful app I use everyday. 
However, it would fantastic if it included the daily pollen forecast.",positive,0.5874937474795024,0.9482523716181412
Love it!,positive,0.5560347537651469,0.5005614208491012
Sooo ..was there a storm predicted for tonight ??,neutral,0.003532210966248339,0.4808890438749621
"it was agood day im happy today pop works hard  i love pop
im tired",positive,0.9274549985626518,0.19836568902671914
no wind or thunderstorm asthma warmings received on either bom or vicemerg apps. why?  i live in ballarat. winds have been horrific here since yesterday - still going... just checking location is on...but still. this is unhelpful.,negative,0.05209113438949886,0.40677889347386853
"The mobile site has been excellent until about 1-2 weeks ago when it changed, it no longer loads properly. The screen now opens black and if the user pinches to resize a few times eventually a clear image is enabled. Not sure if you recently changed the mobile site but it needs to be corrected. The actual information and the look and feel of the site is otherwise outstanding, Thanks so much",positive,0.372396480594112,0.8571530578712436
Great weather app but could you please make the print a little bigger on the radar map. Thank you.,positive,0.02661111555995954,0.9201492297590049
Love it,positive,0.6809029989949564,0.9042259940642177
Thanks for the service. Much appreciated.,positive,0.6075290708206388,0.8119533124361243
You have a warning for the NT in the Tasmania warning list.,negative,0.33554387353928616,0.34956622802755977
Why does mobile site not give estimate of rain fall in 'mm' on the day  your looking!?,neutral,0.3898742303282924,0.7547970815727832
",  ,",neutral,0.3692911744286478,0.24221980649226726
Sorry but appears your radar isnt working properly. Its currently raining in Bet Bet but nothing is showing on the radar.,neutral,0.9376683567905958,0.9080110836630401
Why in heavens name did you change the display? It was so convenient to zoom out in increments from Sydney to view Australia in total.,positive,0.34879731608699105,0.6346380702580473
"Love this app.

It's my go to weather reference and works beautifully on windows 10 mobile..

Excellent job.... It's perfect...",positive,0.27384221165307576,0.20611512871356907
The mobile website is perfect. Thanks!,positive,0.3363395289967944,0.3270998926155012
BbVvmvcvmm .n.6,neutral,0.8822761011966163,0.8223038147237254
Lol I can't ll,positive,0.7096232285590979,0.9593452252588969
"Hi - i was wondering who the best person would be to speak to about obtainingweather data to a submit to a website 


obtaining",positive,0.42254335310805813,0.24503303855567626
Location finder not working on m site. iOS 10.3.3. Safari.,neutral,0.11739843719148924,0.3010533582011998
",  ,",neutral,0.14526373397045378,0.09218609736837002
"I enjoy your site, but have one complaint. When I first installed the app, I was in Caloundra. Have not marked it as a favourite as I live in Labrador on the Gold Coast and even though I have marked Labrador as a favourite, I still get Caloundra first when I open your site. It is a little annoying and am writing to ask you how I can correct. I would appreciate an email with how to changethank you
Anna Dapergolas",negative,0.6029321967069232,0.3641874497564469
Dw,neutral,0.5645703425961436,0.1913357207205566
"Need to be able to store more than two locations. Personally, I need 3.",neutral,0.6769058596527606,0.2155054472756598
RxzZA,neutral,0.27802359374403607,0.7417604221448768
"Come on! Second feedback email for the mobile android version. Please, please, please tell me how much expected rainfall is due on the current day!! Really guys, telling me that there's a 20% chance of rain in my area is of little value when you don't get the expected amount of rain to fall. I know more about tomorrow's expected rainfall than I do about today's. Massive problem hey? Best mobile phone site otherwise. Thanks and don't take it the wrong way.",positive,0.5597378956447119,0.33483641286701926
09417032828,neutral,0.5429887825451936,0.6939847028582425
How can I make my current location (Gawler) my favourite. It always shows Adelaide even though I select the favourite button.,neutral,0.912132121477629,0.5807132133944539
NnimmzmzmzmzmzmmznimmmmzmzZizcizz,neutral,0.2326863788928809,0.7466976307764965
Blv,neutral,0.7777690175547075,0.200401314962654
"Hi,
To be frank and honest, I would use BOM over Weatherzone but you have one very, very annoying point. The Radar. When I want to see the Radar for Armidale, your system seems to think we are close to Newcastle.
It is so very annoying that it will not revert to the nearest Radar which is Namoi NOT NEWCASTLE......
Can somebody please explain to me why this is not happening or is it a case nobody has ever pointed this out to you.
I would like to use BOM but unless this issue can be resolved I just will not use it in future.
You can not even ask the app or the mobile website to pick another Radar location........
Regards,
Nigel",neutral,0.820574219677886,0.4649348547228265
Can you provide wind direction &  strength like before for each day,positive,0.7797666620889452,0.2374782199882659
