comments,label,x,y
"Hi. I have noticed over the past few weeks that your forecast and maximum temperatures have been incorrect. Is there any reason for this, as in, particular anomalies with the current weather system or is this symptomatic of unpredictable weather in this day and age?",neutral,22.295149,-19.366962
"When I select Radar on my phone app for Launceston it shows Hobart Radar a little annoying as am Launceston based, any chance of changing to show the Radar from the NW Tas when viewing weather for Launceston",negative,0.65202475,50.54058
H,neutral,6.737453,10.411703
"Hi, I found this page (http://media.bom.gov.au/social/blog/1324/feeling-hot-and-bothered-its-not-the-humidity-its-the-dew-point/) very interesting and useful. Would it be possible to incorporate the current dew point into the mobile site?Thanks!",positive,11.0754175,-8.706173
Hourly predictions is much better than the vague all-of-Melbourne on the main BOM site. But can't we have at least 3 days of hourly predictions? I gather you have enough accuracy these days. (I'm on a PC),positive,43.274086,2.6086154
Tweeeiyi,neutral,5.52818,15.753908
"How about Wave Height for Valla Beach- next 24hours. ??
Thanks
Chris",positive,-4.846232,-33.33864
Well laid out. Very helpful. Thank you.,positive,-6.977922,-36.412285
Great app guys. Well done,positive,-11.866572,-23.687502
"Hello, last year (2017) in July I became completely photosensitive due to epilepsy. I am taking medication and now I can go outside when the UV is below 4. My question is: how much lower is the UV level in thick cloud? Thank you, Anaree Nelson, Fraser Coast, Qld.",positive,51.4023,-9.393927
"I get the message below when trying to set my location. Other apps have no similar problem. Im using iOS 11.2.5. 

An error occurred while finding your location. Please try again or search by place or postcode.",negative,31.9863,-5.6268673
Great resource! Thank you,positive,-6.203518,-35.552765
"Mobile site, burpengary is my regular location, about 6 months ago the radar button stopped working, it used to load Brisbane radar, now blank. Using chrome or samsung internet browser.",negative,-8.74486,44.112488
"I live in Briagolong vic and use this mobile site often. Recently when  I select 'radar' it does not provide the correct link, I have to go via Bairnsdale.  Thanks
Jeff bowers",positive,2.2898443,41.08242
"Hi there. I love the Bom mobile site, especially the 24 hour ahead and 24 hour past screens, however have been caught flat footed a number of times because the 24 hr ahead is NOT updated in a timely fashion.  I am looking at current weather and it looks as if it is going to get ten degrees hotter than current temp in the next hour, when in fact if I look at past 24hours, it is apparent that the cool change came through two hours ago. I can't call you the authority in weather if I can't rely on your data.",positive,24.969677,11.208832
Ok,positive,-5.226226,24.727314
Ogre and other,neutral,9.810874,18.365744
I vmbmnlnbkl,neutral,3.2776039,22.190746
By alice,neutral,11.007761,12.945593
You tube,neutral,14.248641,16.01565
Hi. Im on man iPhone 6 and I find that my favorite locations do not stick. Each time I use the ap I have to reset my favorite location. Thanks,positive,24.50138,-10.406375
Freya is she u,neutral,-0.61381304,13.352221
N en di a kkkoo oop8po,neutral,3.0901635,15.46292
Si i999,neutral,7.195388,32.112053
"Why is the app forecast always different to the website?  I live in Williamstown Victoria, less than 15 km and there is often huge variation in forecasts. E.g. according to the bom app the forcast is 34 Sunday 28th Jan but on the bom website it says 39! This is a significant difference and quite dangerous for extreme weather conditions.",negative,6.6088057,-18.615532
Lll,neutral,2.2541268,25.32089
I always use this sight because it is up to date and correct,neutral,-31.344395,-17.313015
Moon and sun icons are out of sync with celestial movements.,neutral,18.54988,16.925154
Z,neutral,9.122765,12.94513
"Favourite Star- you can select it but when you log back on it is gone. Been the same forever with me.

Otherwise the app is fantastic. Any ideas?

Regards Gerald Moss Swanbourne WA",positive,1.9560913,-6.4867296
Need to look at app for weather zone as not working,neutral,-14.53499,39.698654
This app is coming up with error and doesnt work . Thanks Steve Koios,negative,-6.7223544,-33.202198
"Re: previous enquiries. Im referring to the mobile page, not the app. The app seems to remember favourites, cheers.",positive,20.965765,-3.1008644
"The mobile app doesnt remember favourite locations. I have set Devonport, Tasmania as a favourite (and the star is checked) but it never appears as a favourite, and the app always says no favourites have been set. Any ideas? Thanks.",positive,32.434063,-9.081131
Thirlere nsw,neutral,10.532973,9.04131
"Radar is not displayed on the site for Erica. I would like to be able to see that again.
Great job otherwise.
Ole",positive,2.145193,45.951355
ug,neutral,2.239197,25.37342
Cfhu9y6 mob  bo,neutral,6.486116,19.004585
Great App but the BOM rain forecasts are bloody hopeless.,negative,10.977954,-11.638602
"Would be great if you could provide direction arrows of the warning areas so you could see the potential movement of the warning areas, as a guide only of course.",positive,13.053699,4.1700087
Can bra,neutral,2.6654325,21.572144
"Please fix your app. I uninstalled it because the temperature and forecast don't match the data on your website  (I'm in Adelaide). Also, the app is very slow to load. Btw I'm using Android.",positive,-18.579329,-30.148823
"I travel a lot and like to be able to see the pressure maps and satellite pictures, I can then draw my conclusion about up coming weather for the places I am going visit.  Also, my family have a cattle farm, and approaching possibilities of upcoming rain is essential for farm activities and agriculture planning.

Please tell me I can still access the old site.  I am in Melbourne till the end of January then back to a place called 'Number One NSW 2424' where their is NO mobile signal.  We have a satellite service which is very slow.

Hope to hear from you,  as I feel that this site is dumbing down the huge range of information that all of you spend your time on analysing....also I think that younger people will not be inquisitive about the wonders of the weather and will turn to other sites.

Kindest regards Beverley Timmins
PS?  I do not wish to insult those who have worked to provide this new site...there must be a good reason for it - but it does not provide me with what I want to see and it may be there hiding under some heading, but I could not find it!",positive,16.008003,3.81334
Please make the warnings more visually attractive and easy to digest. One needs to quickly identify and understand the relevant warnings,positive,0.59181976,0.9066388
"The radar being your only visual report, needs ""pause"" and speed control functionality.",neutral,-1.8560365,38.16145
"Hi,  Im trying to change the town when I press on the weather but I cannot. Not sure what to do.  It would be easier if someone could contact me please by phone.
Thank you
Niall",positive,43.187996,-10.4226
Site always reports an error when I click on the my location button. Site never remembers my favourite location (Warragul) even though I have starred it. I always have to type in my postcode to get my local weather.,negative,30.85838,-8.850493
"Hi BOM team, 

The 24hr forecast temperatures (at the following link) for Sydney don't appear correct.

http://m.bom.gov.au/nsw/sydney/forecasts/

For eg. at 5.27pm (now) the 5pm temperature is listed as 26degC, but the actual temp listed for Sydney at this BOM page is 28.6degC. 

Peter",neutral,10.451998,-10.606022
I really like this format. I do however miss the UV ratings for the next 4 days.,positive,-20.496918,-23.071844
"When you type in to view Berwick, it is such a false reading as it takes the details from Ferny Ck? 

Why is this? Ferny Ck has such different conditions, so the Berwick area us always usually a false reeding?  ;( 

Can't it be aligned to a different station more relevant? 

Thom",neutral,-17.586166,12.90759
"I live in Bright. And know for a fact we have just had over 56mm of rain in the last 24 hrs during this huge rain event. The source of the info on your page says Omeo! That is on the other side of Mount Hotham! Even Wangaratta would have been more accurate. 
Very very disappointing.",positive,37.43088,25.421106
The weather radar is not working it is just stopped. Please fix as soon as possible because on days like this I need to check where the rain is.,positive,14.461317,49.433617
"Ur website sucks, all the weather app predictions are always wrong, ""100% Chance of thunderstorms from 9am - 12pm"", yet it is 10:30am and not a single lightning strike nor thunder heard either.",negative,4.8669333,-21.959286
What has happened to the radar for Caboolture,neutral,-0.15143952,48.682125
CHi mt  L,neutral,7.009428,12.231393
What has happened to the radar view or Cooranbong for the m.bom.gov.au website on PC and on mobile?,neutral,3.6309867,-17.108835
SUPER,positive,-0.17330073,25.251472
"The link to the Bairnsdale radar has stopped working ... Eg if your looking at weather for yarram, then switch to radar ... No radar appears",negative,-4.2951193,51.494984
". 
 -        ! 
       
  .   ICQ 656310373",neutral,2.1282,26.532686
Ikobjjmg,neutral,10.723651,16.843605
"OMG.... poured with rain non-stop today in Sydney! Just so glad I followed the BOM forecast and lugged my umbrella around with me all day to keep me dry!!! 
Clearly money well-worth spent on the department..... keep up the good work guys!!!",positive,32.88747,12.799181
"6 Dec 2016 Luke Cage was serving up coffee to all the ladies in Harlem in Season one of his Netflix show. I had a sneaky suspicion that we could see Take free live online classes taught by the world's most inspiring instructors. Watch, rewind, get access to bonus materials, repeat. Make creativity Check out our latest video and see how you can take the next step on your creative  
http://supercoolshop.co 
Watch Funky Cops online English dubbed full episodes for Free. 17 Aug 2011 Similarly, their work is famous in its own right and has appeared on such TV shows as The Real World, Monster Garage, Extreme Home",positive,-0.9889512,5.9836197
Hi there. Why is the Noarlunga readings not showing any rain readings. It has been showing zero for the psst couple of days.,neutral,-15.725858,14.305943
"I got this site as Merimbula radar weather, but it doesn't really show Merimbula. Is there another site where Merimbula is more central on the chart? Ron Murdoch.",neutral,-18.064764,-18.616695
"Cheers, Plenty of information. 
 
canadianpharmaciesbnt.com 
international pharmacies that ship to the usa",positive,-24.987822,-1.9619559
"I want to share with you one hosting company called a href=https://prohoster.info/?partner=13ProHoster/a that offers professional internet hosting with a bFREE/b website builder, SSL certificate, domain name and many other useful and bFREE/b chips. Also, you can order virtual server, rent a dedicated server, server administration. I've been working with bProHoster/b for several years now and I'm very glad about it. Here is the a href=https://prohoster.info/?partner=13ref. link/a to the registration.",positive,3.157978,5.052599
Lk,neutral,2.8600457,27.204657
"What is the current situation or any
Progress to establish a rain radar for the Wimmera area ?",positive,31.26738,28.896069
"Hi. I regularly use the m.bom website to check the weather for canberra. The links have been really broken in the last week, taking me to other towns, or the warning page or other radar sites. Today I can't get to canberra weather at all.I'll use the main site but I wanted to let you know the issues.",negative,17.597189,-8.1157055
Hey,neutral,0.40065745,20.692657
"I keep finding strange errors.

if I have left the page open in a tab, when I reopen the browser, the page will jump to the radar for a completely different town. Sometimes then the weather page wont load either.

My bookmark for my local weather often loads either to Warnings  or another town. I have tried deleting and resaving the bookmark.",negative,16.088892,-4.067622
"Hi. The last few days your mobile website has been redirecting all over the place and giving me weather from anywhere but my location. This is despite the web address showing my saved favourite location. It's really odd. Then I'll clear that new place and search for my current location (either by the button or manually using my postcode) and the site will redirect me to a whole new place 300kms from where I am. as glithes go, it's quite frustrating. I'd appreciate your techie types jumping on and seeing what they can do with it. Thanks.",positive,31.748537,-11.374107
There seems to be a problem with the app for my iPhone. It is going to areas that I havent set and sometimes freezing . It was good until last week. Peter,negative,4.8063602,-1.0466025
"Hi, over the last week or so, I've been experiencing problems with BOM pages loading properly. I click on the bookmarked site for Adelaide weather (http://m.bom.gov.au/sa/adelaide/) and the page loads as a 'warnings' page, or it gives me the weather page for other places around Australia (eg Werribee). It happens on both my iPad and my laptop, so it's not exclusive to one device. I thought I'd report it, just in case the BOM site has been hacked.",negative,12.925504,-6.911928
The BOM Mobile website does work well most of the time with the occasional glitches.,positive,4.171826,-18.599703
"The BOM app on my iPad has suddenly become erratic and often unresponsive. It can't fine my current location (my home of 20 years!) any more, often giving results for other states instead, even when I enter my postcode. I haven't installed any new system updates recently. I've closed the site and restarted my device several times but it hasn't helped. Any other suggestions?",positive,23.608555,-6.427542
"Hi, when I choose'radar' (Lower Plenty or Yering) page goes to 'warning summary'not radar.. Just annoying, used to work without errors.Now it is very fickle. Brendan.",negative,7.293981,41.993023
"Hello. Ive been experiencing regular breakdowns in the hyperlinks on the BOM app on my iPad. My saved location is BEAUMARIS, VIC. It will go to other locations in Australia when I refresh the page or shift to the radar. This has been daily over the last couple of weeks. It sorts itself out but keeps returning. I thought Id let you know about it. Thanks for the BOM app, anyway.",positive,22.77969,-6.305853
"The app is playing up like crazy. Has been fine for months, now not finding my location (Clunes, Victoria) - placing me in NSW, not letting me chose my location and jumping to warnings page when i hit weather or radar tab! Bizarre.",negative,24.456675,-3.7743695
Everytime I long in to look at weather information and then press radar comes up with different town and keeps on changing my save town as well! Thanks Arren,positive,-22.831305,-0.6326336
"The mobile site is doing weird things!! 
It seems to be randomly setting a location. Nothing to do witj what was set.
Please fix. Very frustrating.",negative,36.868282,-11.92837
"Why is this site still going 'off track'?
Every second time I go to it the wrong page comes up.... generally warnings for... anywhere else in Australia but here....but then will not go back to weather for anywhere much less the location chosen!
This has only been happening over last 2 weeks to what has previously been a very reliable simple and straight forward source of information. 
This is my second feedback.... had no response to first one a week ago?",negative,11.27475,3.4071784
Links in mobile site appear to be broken or incorrect last couple of days. I hit my normal saved home location and have various incorrect pages pop up (QLD marine warning page as last example ).This happens from my favourites link in the browser or even pressing my home town in the list of recent places on the site.,negative,21.850235,-3.4800754
"Hi guys,
Love your work and love the mobile page but its been acting weird lately. Today I put in Cowes, also tried 3922 and I was returned results for Brisbane, Melbourne and Ulverstone TAS. This is usually very reliable but over the past 10 days there seems to be a bug, some days it wont move off the warnings page.
Please have a look!
Thank you,
Norah",positive,20.259184,-0.7807759
The B.O.M. Mobile website seems to be not operating properly.com,neutral,2.3959725,-21.749498
The pages displayed are not consistent with the location I have picked or the URL which is displaying. I've had this issue for a couple of days,neutral,21.053976,-2.188553
When I try to tap on Adelaide it takes me to Queensland warnings,negative,12.54335,3.6579616
"Results are being returned for the wrong locations. For example, my saved bookmark for Mt Ginini in the ACT returns a forecast for Melbourne. This has started happening recently (this week?).",negative,28.342379,0.19966857
In the last few days the mobile site has been changing to random locations around the country and the favourite and recently visited locations keep changing. Sometimes tapping 'radar' switches to another locations forecast rather than the radar. I'm getting the same effect on both my iPhone and iPad. Is there some issue with the site at the moment?,neutral,34.654934,-4.1888547
Updates,neutral,8.8565,9.980314
"I REALLY don't like this new obtrusive demand to activate location services. I have been happy to just set up a link based on MY preferences, and I don't want or need the Aust Gov't knowing more than the locations I am interested in (which does not necessarily match my location)",positive,30.01314,-6.2988954
"Dear Staff, I use your site several times per day to check radars and temps.  Over the last week if I am in robina m.bom site and I tap on radar,it will take me to warnings for various places and even when I hit return, I do not go back to the Robina site but again end up in a random place in another state. I start all over but as soon as I  navigate to another page on main screen I am again transferred elsewhere. Very annoying and hope just a temporary problem. Thanks for the great service (usually) and I  normally love your site. Mariette",positive,3.582622,42.161274
"I had this so set up to give me weather for my suburb with a weekly forecast. Why has that changed? I can't access the forecasts other than for today, out used to be easy.",positive,25.817888,-17.769316
Few problems of late with the mobile site on my Mac. Using both safari and chrome. Look for weather in sydenham and brisbane regularly but links then go off all over the place from WA to mornington peninsula locations or to weather warning pages instead. Never had this before and seems to be happening a lot in the last 4 or 5 days.,negative,18.245424,-13.97905
"Your mobile website is terrible to use at the moment. I have Darwin saved as my favourite location, but when trying to check the weather and the radar it's taking me to the pages for other locations around the country, and won't let me get to the Darwin page. Please fix this asap, it's the wet season and we need to be able to check the weather",positive,24.159592,-3.878483
"Hey guys for the last two days the mobile site has had a mind of its own! Click a specific location you want and youll get some random place in Australia every time like a lucky dip. Weather links to radar and radar links to warnings, so I havent been able to check the weather at all. Please fix",positive,10.133208,47.483055
"I have a saved URL to see the forecast for my syburb.

Its been working for years now it takes me to any random location 

No i dont want my mobile location turned on.",positive,31.159355,-2.0767589
mobile links aren't working properly. links seem to send me to random pages from other parts of the sites - ie link for Sydney weather directing me to the radar for regional SA.,neutral,-8.861765,39.828766
"The mobile site has been doing strange things this week ? Always been excellent before.
Not going to section requested etc. And coming up with info for random place around the country??",positive,-21.07778,6.652315
"The website keeps going to warnings or NSW weather, either if I tap on Radar or weather in a city (eg Perth and Kalgoorlie, WA)",negative,16.348648,-24.253416
"In the last week there has been a lot of incorrect links, I keep getting the weather for a different place to one requested, for example I selected Wyoming nsw and got Shepperton Vic",neutral,17.52671,-14.210456
Leura nsw 2780 is coming up as Hurstville,neutral,-5.2095113,13.59874
"Shit app! Will not let me put a favourite location, won't let me locate my location and continually brings up an old location every time I go into it!!",negative,33.06868,-8.02939
The page navigation and links seemed to ho random a short time ago. Sometimes radar button doesn't lead to radar and so on. Often i wind up at warnings page but i didn't press warnings to get there.,negative,8.758797,42.53775
"Are you aware that http://m.bom.gov.au/nsw/leura/radar/ no longer produces a radar image on screen, just a government logo.
Please advise.",neutral,-0.68741184,53.87641
3e,neutral,12.068986,12.051624
"When selecting Canberra, Im taken to Port Headland. This may need someone to look into a fix. Thanks. This mobile site is a great and effective public service. Keep up the great work.",positive,-9.240352,-31.000364
Your weather is wrong,negative,18.622177,-24.49725
Gg.,positive,13.663297,30.749947
H,neutral,6.7376695,10.41193
"What has happened to the radar page for Cooranbong? It seems to have disappeared!
I use the mobile site on both mobile phone and PC and the Cooranbong Radar page doesn't display on either device.

Chrys",negative,8.060361,41.661312
"Hello,
I am a blind user and use a screen reader. 
 This is because the mobile site is easier to read with less clutter. 
 I have noticed that with a number of locations that I look at, for some reason the real feel temperature seems to be in accurate. Writing is today 31 October around 4 PM for the location of Mullaway New South Wales,  it says that it is 20 and the real feel temperature is 14. It seems quite significant difference. 
 Also, Im wondering if there is any way of getting text output  for radar images?  Meaning where someone using a screen reader that doesnt read pictures could find out whereabouts the storms or bad weather in a particular area.",negative,-15.5750885,10.99352
"This link doesn't seem to work anymore - it used to load the Brisbane radar.
http://m.bom.gov.au/qld/upper-caboolture/radar/

I use it as a shortcut on my phone to get local weather (still works great), but the radar link keeps loading blank. Broke in the last couple of weeks, it had been working great up to then!",positive,-9.05741,43.828625
"Please include pollen readings and forecasts on the mobile web site. I'm in Melbourne, and this hay fever thing is maddening.",negative,41.135548,-8.35433
Lip op oyknlli0l00ll 0ppll0ll0 I'll l it 0lo0ulllo09j pin ol0jnil Pou opjl,neutral,7.6741247,12.618795
"Can you please fix the app for me 

Thanks",positive,45.48519,-11.459145
Like the new look. Keep it up.,positive,20.74784,-44.839005
The radar tab has list it's Hyper link to raft map view.,neutral,-1.3391813,46.783123
Please include UV index on the forecast info,positive,48.942554,-13.249152
"The radar page is not showing the radar image for nw canberra, yass.",neutral,7.747665,43.357197
"I use you site regularly to monitor the weather, but today I can't get the rain radar. Is there a problem with this on your end or could it just be my app.?",negative,33.695213,29.983229
Hi guys. Whats up with the caboolture weather website. The radar page loads but there is no map. This isn't happening on other locations...only the caboolture area. Please fix as I used this very regularly. Thanks Trish,positive,13.623003,42.49621
"I no longer can see radar information on your mobile web site at:
http://m.bom.gov.au/nsw/leura/radar/
I only see a government logo on my Microsoft Lumia 950 phone.
Any idea as to why, was working fine not long ago.",negative,-9.204834,42.06304
"Not sure where you get your rain totals from but Coominya has had 54mm since 9am yesterday not 10mm as indicated on this site. 

Cheers",positive,38.479763,23.385782
Hi guys.Just wondering what has happened to the Caboolture website. The radar page loads but there is no map! Use this app regularly -this has happened a few days ago. Other sites are working fine. Hope you can fix this or is it something that I have done. Thanks Trish,positive,13.613811,42.493454
Where has the map gone on the radar icon?  No longer there,negative,-0.92604196,48.379627
Bad,negative,-2.6643434,13.617311
"This is the most useful app I use everyday. 
However, it would fantastic if it included the daily pollen forecast.",positive,-31.324171,-19.555084
Love it!,positive,23.40804,-62.255775
Sooo ..was there a storm predicted for tonight ??,neutral,22.284153,8.335822
"it was agood day im happy today pop works hard  i love pop
im tired",positive,-11.674511,37.2639
no wind or thunderstorm asthma warmings received on either bom or vicemerg apps. why?  i live in ballarat. winds have been horrific here since yesterday - still going... just checking location is on...but still. this is unhelpful.,negative,55.311436,8.445701
"The mobile site has been excellent until about 1-2 weeks ago when it changed, it no longer loads properly. The screen now opens black and if the user pinches to resize a few times eventually a clear image is enabled. Not sure if you recently changed the mobile site but it needs to be corrected. The actual information and the look and feel of the site is otherwise outstanding, Thanks so much",positive,-21.960218,-2.581313
Great weather app but could you please make the print a little bigger on the radar map. Thank you.,positive,43.927845,-22.344368
Love it,positive,27.170187,-63.409245
Thanks for the service. Much appreciated.,positive,-6.490665,-35.974915
You have a warning for the NT in the Tasmania warning list.,negative,12.76341,3.5068102
Why does mobile site not give estimate of rain fall in 'mm' on the day  your looking!?,neutral,42.888527,18.195293
",  ,",neutral,11.753286,27.121138
Sorry but appears your radar isnt working properly. Its currently raining in Bet Bet but nothing is showing on the radar.,neutral,-10.883265,41.077988
Why in heavens name did you change the display? It was so convenient to zoom out in increments from Sydney to view Australia in total.,positive,13.589389,10.468118
"Love this app.

It's my go to weather reference and works beautifully on windows 10 mobile..

Excellent job.... It's perfect...",positive,-12.453574,36.801704
The mobile website is perfect. Thanks!,positive,-0.67843163,-28.438051
BbVvmvcvmm .n.6,neutral,2.9913216,15.472082
Lol I can't ll,positive,5.82485,14.01362
"Hi - i was wondering who the best person would be to speak to about obtainingweather data to a submit to a website 


obtaining",positive,2.9206333,-21.589634
Location finder not working on m site. iOS 10.3.3. Safari.,neutral,-13.874791,35.82885
",  ,",neutral,12.325461,24.773321
"I enjoy your site, but have one complaint. When I first installed the app, I was in Caloundra. Have not marked it as a favourite as I live in Labrador on the Gold Coast and even though I have marked Labrador as a favourite, I still get Caloundra first when I open your site. It is a little annoying and am writing to ask you how I can correct. I would appreciate an email with how to changethank you
Anna Dapergolas",negative,26.661585,-8.03875
Dw,neutral,3.5390077,27.429161
"Need to be able to store more than two locations. Personally, I need 3.",neutral,-13.78646,-9.468153
RxzZA,neutral,2.1603994,22.830545
"Come on! Second feedback email for the mobile android version. Please, please, please tell me how much expected rainfall is due on the current day!! Really guys, telling me that there's a 20% chance of rain in my area is of little value when you don't get the expected amount of rain to fall. I know more about tomorrow's expected rainfall than I do about today's. Massive problem hey? Best mobile phone site otherwise. Thanks and don't take it the wrong way.",positive,45.53889,20.652359
09417032828,neutral,9.250169,25.231327
How can I make my current location (Gawler) my favourite. It always shows Adelaide even though I select the favourite button.,neutral,31.396013,-9.064039
NnimmzmzmzmzmzmmznimmmmzmzZizcizz,neutral,12.672411,17.706367
Blv,neutral,12.940942,17.937462
"Hi,
To be frank and honest, I would use BOM over Weatherzone but you have one very, very annoying point. The Radar. When I want to see the Radar for Armidale, your system seems to think we are close to Newcastle.
It is so very annoying that it will not revert to the nearest Radar which is Namoi NOT NEWCASTLE......
Can somebody please explain to me why this is not happening or is it a case nobody has ever pointed this out to you.
I would like to use BOM but unless this issue can be resolved I just will not use it in future.
You can not even ask the app or the mobile website to pick another Radar location........
Regards,
Nigel",neutral,0.7520183,55.021572
Can you provide wind direction &  strength like before for each day,positive,59.43933,3.838107
"Is there a way I can activate the 'my location' function at this site, and your main site for that matter? Works with the app (it asked my permission) but not sure if I like the portrait format.",negative,-13.667615,35.6419
"On the next 24 hour chart screen; 
When the time bar is moved to the far left the textual values at the top of the screen incorrectly display 0 values instead of values that match the chart",positive,22.88765,14.501481
Live in lulworth and can't get the radar for my part of the state.Why not.  Athol preston,neutral,-0.0025475165,45.426003
"Huh.,,,,.!",neutral,5.8436804,16.624855
2 equipment,neutral,4.7295537,19.111141
Just wanted to say that I love the new website! It looks great!,positive,15.7885,-45.66122
"Why does the post code for tweed heads show as 2486.  This is the code for tweed heads south. A minor thing, but irritating on a government site.",negative,10.273268,9.486529
"Frost alert for Fro21Kul2017. 
Np summary displaued 
Attempted repeated reloads.",positive,15.79901,14.181351
fx-brokers-review.com/index_no.html Analyse og sammenligning av sikre og topp Forex selskaper,neutral,15.777503,14.04166
"Hi,
Suggest when you make Maroochydore your location, the radar should default to Gympie, not Brisbane.
Cheers
Andrew",negative,5.9842815,52.781143
I love your mobile site!  I much prefer to main site to the point I'll go to my phone/iPad before looking on computer.  Seeing when rain may come during the day is great for a mother and her washing! When I'm on holiday it is very easy to change locations as well.  LOVE this site!!,positive,0.8240197,-42.000187
",  ,   .  a href=http://ledbegorod.ruledbelgorod.ru/a",neutral,9.316574,12.586459
"Hello,
I am unable to use the ""use my current location"" feature on the mobile site to select te weather location. I have tried it on safari and chrome and on 2 different iPhones. I was wondering if there is a bug that's causing this issue or whether you might be able to point me in the direction to get this working again? 
Thanks,
Mark",positive,23.920921,-10.950699
Ht,neutral,2.6209702,27.11883
"Hi - Why is there frequently / always a long, thin band of cloud extending NNE of Burra? It appears to be permenant, or at least on my mobile it does. Regards, Graham",neutral,7.5351286,7.360704
How to change a previously saved location. I have moved house. How to change this?,positive,29.538185,-8.03438
Khajuraho  jhansi  weather  not com,neutral,16.993267,-20.641468
Is this something we have to pay for?,negative,10.5705185,14.646236
Sex,neutral,11.967715,17.38449
I would like to have a couple re favorites,positive,10.924392,6.3271937
"Is the Penrith, NSW water gauge not working at the moment? We've had a really wet day and it says that we've had 0mm again, yet surrounding areas have significant measurements",positive,-11.213045,37.072834
Hello i would like to let b.o.m know that the overnight temperatures for pinjarra in the winter months are always incorrect for eg akways forcasting the temperature 5c to 6c higher than it actually is i go by dwellingup over night forecasts and pinjarra forecasts for the daytime deffenatly more accurate when i do it that way so the overnight temperatures for pinjarra need to be revised more before making a forecast for pinjarra,positive,30.098024,5.4897633
Please add the uv index to your mobile site. Thanks.,positive,49.36397,-12.285964
Great,positive,16.887098,23.25521
