,comments,label,x,y
70,"Love this app.

It's my go to weather reference and works beautifully on windows 10 mobile..

Excellent job.... It's perfect...",0,46.563393,-19.583366
71,The mobile website is perfect. Thanks!,0,-14.772617000000002,-25.574827
72,Lol I can't ll,0,-3.3035544999999997,2.1861134
73,"Hi - i was wondering who the best person would be to speak to about obtainingweather data to a submit to a website 


obtaining",0,-4.4278574,-0.5412438
74,"Come on! Second feedback email for the mobile android version. Please, please, please tell me how much expected rainfall is due on the current day!! Really guys, telling me that there's a 20% chance of rain in my area is of little value when you don't get the expected amount of rain to fall. I know more about tomorrow's expected rainfall than I do about today's. Massive problem hey? Best mobile phone site otherwise. Thanks and don't take it the wrong way.",0,-32.29744,16.742473999999998
75,Can you provide wind direction &  strength like before for each day,0,-19.549088,26.310087
76,"On the next 24 hour chart screen; 
When the time bar is moved to the far left the textual values at the top of the screen incorrectly display 0 values instead of values that match the chart",0,-3.7102232,-1.5620018
77,Just wanted to say that I love the new website! It looks great!,4,-18.214008,-28.433366999999997
78,"Frost alert for Fro21Kul2017. 
Np summary displaued 
Attempted repeated reloads.",0,-3.8299138999999998,2.8433509999999997
79,I love your mobile site!  I much prefer to main site to the point I'll go to my phone/iPad before looking on computer.  Seeing when rain may come during the day is great for a mother and her washing! When I'm on holiday it is very easy to change locations as well.  LOVE this site!!,0,7.683834,-29.65268
80,"Hello,
I am unable to use the ""use my current location"" feature on the mobile site to select te weather location. I have tried it on safari and chrome and on 2 different iPhones. I was wondering if there is a bug that's causing this issue or whether you might be able to point me in the direction to get this working again? 
Thanks,
Mark",0,2.9737105,-14.833864000000002
81,How to change a previously saved location. I have moved house. How to change this?,0,6.391321,-16.132032000000002
82,I would like to have a couple re favorites,0,16.207485000000002,7.398561999999999
83,"Is the Penrith, NSW water gauge not working at the moment? We've had a really wet day and it says that we've had 0mm again, yet surrounding areas have significant measurements",0,6.225116000000001,10.486847000000001
84,Hello i would like to let b.o.m know that the overnight temperatures for pinjarra in the winter months are always incorrect for eg akways forcasting the temperature 5c to 6c higher than it actually is i go by dwellingup over night forecasts and pinjarra forecasts for the daytime deffenatly more accurate when i do it that way so the overnight temperatures for pinjarra need to be revised more before making a forecast for pinjarra,0,-12.485914,8.665948
85,Please add the uv index to your mobile site. Thanks.,0,-18.132804999999998,-19.683863
86,Great,4,9.009694,-60.279163
87,"My brother recommended I would possibly like this blog. He was entirely right. This publish truly made my day. You cann't consider simply how a lot time I had spent for this info! Thanks!
learning styles http://educationclue.eu/",0,-0.3906042,5.59089
88,"Can I simply just say what a relief to find an individual who actually knows what they are discussing on the internet. You actually know how to bring a problem to light and make it important. More people really need to look at this and understand this side of your story. I was surprised you aren't more popular because you definitely have the gift.
best online education http://schoolingtips.eu/",0,-3.113701,6.070135
89,Please use the 24h time notation,0,-22.509104,-13.566825
90,"Great blog here! Additionally your website lots up fast! What host are you using? Can I get your affiliate link in your host? I wish my site loaded up as quickly as yours lol
college education http://educationhint.eu/",0,-5.497351999999999,1.0714892
91,"This is a great tip particularly to those fresh to the blogosphere. Brief but very precise information Appreciate your sharing this one. A must read article!
education tips http://educationpoint.eu/",0,5.0194410000000005,6.440469
92,Hi thank you very much you people's are doing great job keep it up,4,-41.74388,4.6931114
93,"Great mobile page.
It would be fantastic to either show a pin for my location or have options to display roads or railways per the full site. 
With squally Melbourne weather I can usually predict weather we actually have rain.",0,5.3160086,-7.186972999999999
94,Could you please add the expected rain amount in the current day forecast as for following days,0,-26.748083,18.032007
95,"On m.bom I would love the option to be able to change weather stations eg: from Viewbank to Tullamarine.  
I also believe there should be another weather station in Wollert. 
Thanks for your time, Sophie",0,4.076793,-4.141034599999999
96,Love the site. Is it possible to save multiple favourite places as everytime I look at Melbourne weather I loose the weather for Wallan despite selecting favorite and I have to rewrite it in again? Also would like to save Seymour weather as well. Thank you.,0,6.4816027,-7.023867999999999
97,"Well it shows rain since 9am nill thats funny because its been pelting down for most of the day
System needs a bit more work",0,-8.575733,5.460557499999999
98,"good site: http://buytadalafilmh.com , http://buysildenafilmh.com , http://buyvardenafilmh.com",0,-1.9002203000000002,0.73438346
99,"good site: a href= http://buytadalafilmh.com http://buytadalafilmh.com/a , a href= http://buysildenafilmh.com viagra/a , a href= http://buyvardenafilmh.com levitra coupons 2017/a",0,-2.1799276,0.9829739
100,"Thank you for taking my call, Thea. I will also sent this feedback regarding your BOM app.  The BOM weather app is not as good as one called ""Weather Australia"" which has just stopped being supplied by www.funtopia.tv.  You have the best weather site on line (we are farmers and look a few times each day) but your app is not as usable as Weather Australia.  The main differences are - No cover page/ cloud scene when we turn it on.  Bom would be better to go straight to the page as you waste our time when we just want to check wind or rain etc before lighting a stubble or spraying a crop.  Weather Australia had four options up the top of the page, but also immediately opened into the first option page - OVERVIEW - actual data on wind temp rain etc for that day and a sentence and a scroll down to the following day below set up the same way.  Up the top of the page were the four option symbols, including three  further options: FORECAST - a one page forecast of the week  in picture/symbol and one sentence per day. CURRENT - a page that gave specific info on dewpoint, gust, pressure temp etc for the location - great for spraying chemicals info. and RADAR - an immediate rain radar picture of Mt Gambier out about 500km suitable for Westmere so one could see rain coming for when we needed to shed sheep for shearing or check rainfast periods for spraying.
We programed in the location Westmere and could also change it to Mortlake or any other or ""my current location"" for if we were travelling interstate.  I hope you find this useful.",0,-16.208277,4.1679864
101,"We have selected our location which is on the Bass coast. The nearest weather station is Wonthaggi, however when using the radar at its closest proximity Wonthaggi is not on the screen. Can this be addressed?
Thank you.",0,4.7375693,-11.272161
102,Could you please not use USA English spelling in your radar not working notification?,0,-24.481937,-11.79227
103,"Hi there, 
I an Android userand I think your app is awesome. For the last couple of years I've been hoping that you would include an 'expected rainfall' figure after the 'rain since' figure on the 'next 24 hours' page. Unless you look at the weather the day before you have no clue as to the expected rainfall when it's actually raining! Not a criticism, just a thought. Great app. 
Niall",0,-29.790879999999998,13.220231
104,"Very very useful, thought through and userfriendly. Thank you. Harry",0,0.4028083,-2.1251802000000004
105,"Hi 
I find the mobile weather site fantastic. However can you please add a national radar to the list.
Regards 
John",0,-28.636381,-12.995384
106,"The mobile site is giving a totally different forecast to the main web site. Eg for Montville Thursday app is forecasting up to 90mm and the web site is forecasting up to 10mm
Who do we believe???",0,-15.803014000000001,8.936764
107,Can you provide with an App for weather please? Thanks. Greg,0,-7.165012400000001,-42.09023
108,The radar could be improved by a distance scale. That  would make it easier to earrings the time and distance  to a storm cell.,0,-28.126890000000003,-7.902511
109,"Great App!

Wave height to good to wave. 

Is it possible to have added in the App the tidal information for current location?",0,10.290936,-12.523517
110,"Why do sunny icons appear during the night?
Ian Moran.",0,-4.354959,4.0090938
111,"Please note , Bom , Macarthur, Victorias' weather is rarely anything like Port Fairy! 35 minutes from the coast , we are almost identical to Hamilton weather! Surely in an age of technology like now , you could at least correct this!",0,11.523989,4.151864
112,"Really like it, but can you please add the amount of rain expected for today rather than just the chance %. You show the amount for all other days but not today. Also, can you show the forecast humidity? For maybe 1:00pm each day? This would be ideal for today and other forecast days as it makes a huge difference to how comfortable you might feel. Thanks! Can't wait!",0,-27.561989,17.959198
113,"Please advise whether the Maleny, Tamarind Street observation site has closed and if so which is the nearest operating site to that location.",0,-24.49182,-15.273969000000001
114,"I have been using the non mobile site at home for many years and have come to rely heavily on it as I do a lot of outside work. The first thing I do in the morning, before I even have a cuppa, is to fire up the BOM rain radar. Having it on my mobile is a real bonus. Very happy with the site. Only complaint would be not having general times for sunrise and set per capital cities. Thanks again for a great service!
Respectfully A.T Howse",0,-6.768444500000001,-12.113191
115,was helpful thank you,0,1.1449672,-37.93954
116,"Can t locate favourites... I press on STAR icon but says
NO FAVOURITES FOUND YET
Please msg me solution
Thanks
Regards,
Nino",0,5.740863,-16.997057
117,Just discovered this mobile website. It's great. Thank you.,4,-14.615885,-25.706453
118,"When I load the Bundaberg radar on my mobile, I get a Gymie-centred image which does not include Bundaberg. It should be a simple matter to improve the BOM site so the radar loads with the correct town centred.",0,-27.720587,-3.6015387000000003
119,"Hi, I like this mobile page better than your app. Very well presented.

Could you please include a UV index.

Thank
Lex",0,-18.825960000000002,-15.878167999999999
120,It would be useful to include the maximum temp and wind gust/direction so far on todays page. And expected rainfall would also help. Tjanks,0,-17.102710000000002,23.791655
121,"As a former Bureau employee, (NSW hydrology section 1971-2004), I have only one word to say about the mobile web site : FANTASTIC !!!.",0,-20.7938,-40.635746000000005
122,"Unimpressed with the apparent increase in INACCURATE forecasts. No rain when very high chance of big falls,  temps all over the place.  Stop relying on computer generated forecasts they're not doing it any better than human",0,-14.023463000000001,10.743335
123,"If its a n/ ne wind how can it feel or even be cooler than the current temperature? 
The wind from n/ ne is WARM air!!!",0,-16.991833,24.635113
124,"Hi,

I like the new mobile site, thanks it's very useful as many apps aren't accurate and it is a better layout than SunSmart.",0,-32.57177,-22.839123
125,Hi guys! I love the app and use it everyday. However it never remembers the favourite I have set with a  Instead it tells me my favourite/last viewed are random places.,0,6.0002213,-16.412516
126,"Please can the bondi junction temperature be checked it appears to be approximately  10 degrees or so lower than the current conditions, this has been like it for sometime now thanks",0,-22.121054,-18.820766
127,"This is my favorite app and I would like to have it on my new iPhone, but I can't find it in the App Store or on bom website. Please send me a link. Regards, Chris Wootton",0,-9.684436,-43.51023
128,"When looking at Launceston, TAS 7250 on the mobile site then clicking the Radar icon I should see the West Takone radar instead I see the south TAS one. The only way to get the right radar is to select a town further to the NW like Burnie etc.",0,-31.813129999999997,-2.700846
129,Good layout but on the full day you have top temp listed first then for the week you have min listed first. Personally I would like the top listed first as the other day I looked at the site and thought a COLD front was coming but I was reading the min temps.,0,-21.929276,14.359004999999998
130,"Can we please have a weather station down around Pakenham or Officer, Ferny Creek just is not accurate south of the ranges.
Currently BOM reports 25.8C, personal weather station at home in Pakenham says 32C",0,4.4764514,-2.599923
131,"Hi,
Instead of temp   wave height on the ""next 24hrs"" graph, it may be more relevant (as a weather-focussed page) to graph temp   chance of rain and leave the wave height with wind speed as a point-selection item. 
Love the mobile pages. All relevant info is really easy to see. Great job and a great service. 
Cheers,
Richard",0,-14.583316,17.505755999999998
132,"Is it possible to put a north pointing arrow on the radar page. Would be handy. Thanks for reading this. 
Regards.  Troy. Richter.",0,-21.344158,-3.441064
133,Can I have a job? 20% rain in cairns...?? Hahaha happy New year from specsavers   Microsoft.,0,-6.847657000000001,1.2084374
134,"I would in construction and refer to this app every day. It is fantastic. 
It would be great if the date could appear next to the day.",0,-23.396158,16.76455
135,Would really love it if you had sunrise/ sunset times on app. Thank you John,0,-2.2810936,-10.416574
136,"Great layout,can you please include dates alongside the days? Its annoying having to guess the date or go to another application to find out date for future day forecasts.",0,-24.721228,18.047114999999998
137,"Site is performing well on Android tablet and phone, good layout, very clear.
My feedback is about the disconnect between the current temperature and the forecast temperatures. At Wallsend I  see forecasts that reflect my location about 8 km inland while the current T is from Nobbys Signal Station. E.g. yesterday mid-afternoon it was actually around 32 deg C while the app showed around 23.",0,-11.997243,9.845398
138,Mobile version. Very happy except I can't use location even though I allow through the settings. Also won't retain favourites when star selected.,0,7.0118384,-17.96831
139,I enjoy using your website for me the only thing missing is wind direction on the forecast days,0,-22.523239999999998,25.19206
140,"A great site, I use it daily.
Thanks .",4,4.012357,-39.810654
141,"I love the website, but it never seems to remember my favourite locations  either on my phone or on my desktop. Very frustrating, but I keep coming back because it's so easy and informative.",0,8.379397,-20.324652
142,excellent,0,53.313465,-15.568643
143,"Love the graph for temp, humidity & rainfall.",0,14.968651999999999,-30.29925
144,"Hi, you should consider adding the uv data / forecast to your mobile site. It would be useful",0,-14.498672500000001,-20.749363
145,H definitely hihgtk,0,-2.0705528,2.3779976
146,why did you changed the weather reading it was better before,0,-43.689163,-18.547537
147,"Happy with display, layout, rain and temp progression stats throughout each day. 

I cant access extended forecast data but I'm not sure BOM does that anyway. 

We go boating so the BOM's is the only weather data we trust.",0,-10.347649,-5.835874
148,"I have my suburb saved but never see text description of daily forecast. Eg: windy, showers.. i only see this when searching other areas",0,-12.471824,9.160271
149,"Dear BoM, I get realky frustrated when you quote the overnight minimum as 17C, BUt this won't happen until 8AM TOMORROW. At best, when most of the population goes to bed at say midnight ( which is technically the end of Sunday) it will be 24C. That's a HUGE difference. STOP fiddling the scientific data. Shame on you. Tell me WHY  you seek to perpetrate myths on us please.",0,-11.270485,-6.338642
150,Your the only insurance company that sends a weather alert which I think is great I appreciate it and read it every time you send it,0,-3.3182375,-4.0187235
151,Bit hard to improve on perfection,0,-6.49083,3.0174122000000003
152,"I'm having lot of trouble working out how to change my 'favourite' location - BOM app keeps telling me there's an 'error' when I click 'choose nearby location' so only way I can get my 'local' weather is by 'retyping' my location (Wodonga) or postcode. Although, the app consistently maintains my previous location (Canberra). 
Would love some help with how to fix this.",0,8.183243,-17.54524
153,Some numbers are too small to read without my glasses which is annoying.  otherwise very good!,0,33.213646000000004,26.191779999999998
154,"Dear BOM,

Thank you for the localised service for Berwick, however Ferny Creek station is very unreliable for real time weather readings, e.g., http://m.bom.gov.au/vic/berwick/ says ""28.6 at 5:10PM / feels like 24.8C"" while the local (amateur) station  http://www.berwickweather.info/index.php reads ""33.8C at 17:15 / feels like 33 C"".

Regards,
Michael",0,-10.170258,-7.8680534
155,It would be great if you could add some predicted uv levels to the mobile site as well.,0,-12.8762665,-21.129832999999998
156,"Can't see the actual forecast text in the mobile version - not even the short text forecast like ""Partly Cloudy"" - kind of have to guess what the icon means or go to the main site to figure out which cloud icon means showers or rain.",0,-14.330673,9.174356
157,"Thanks for adding forecasts for the next few days. A MetEye link at the foot of the page, or even at the bottom of today's data would be great. MetEye's wind direction and speed forecast is really useful.",0,-21.301561,25.930252
158,The forecast here is different from your full website forecast. Saying top of 37deg today where the website is saying top of 32 and much lower tops for rest of the week.,0,-15.605826,11.889145
159,"Hi,
We live in BEERWAH 4519.  
As the two nearest weather stations are Nambour to the north and Beerburrum to the south we never seem to get the weather that you predict.  Is it possible to have a weather station nearer and more realistic please.  We are in the shelter of Mt. Mellum and I know there is a weather station there which other weather sites use. Well that's what they say.
We have been looking forward to the 70% chance of 8mm for two days now and not a drop anywhere around.  
Yours very frustrated 
Anne",0,6.448497,-2.5517432999999996
160,"who makes the decission about""it feels like"" they have to have rocks in their head.",0,-4.518421599999999,12.763146
161,"Clear, easy to understand set up. Great work, BOM!!!",3,45.944332,1.9688526000000002
162,"Hello, I am looking on the site for Newcastle at the moment. It says the temperature is 22 and feels like 18. I think the temperature at the moment it's around 32. I've noticed the site has been given incorrect information for a few days. If I could get feedback as to when this baby fixed that would be appreciated.",0,-13.248079999999998,4.902154
163,Umm very happy to have you on my minds  to get ggee,0,-3.0695577000000003,2.1310919999999998
164,"Hello, it would be very helpful to have the humidity estimate on the long range forecast too please, if that is possible. Thank you.",0,-20.938726000000003,-18.642020000000002
165,Love the new mobile site but I cant use current location setting. my browser is set to allow.,0,5.369569,-20.690178
166,The app is great but it doesnt tell me how much rain (mm) is expected today. I know how much fell since 9am yesterday and how much is due tomorrow etc. but not today! It would be good to know. Thanks,0,-33.48118,12.443205
167,"Why is the 128km Gympie (Mt Kanigan) radar loop constantly having technical issues ? It's the only warning of storms etc I have available to me. Thanks, TROY. RICHTER.",0,-26.599333,-1.9766772000000001
168,"Hi,
Love your mobile website. Just one query, where is the 'possible rain' displayed for the current day? It's great to see the 'chance of any rain' broken down over the next 24 hrs but can't see how much we're actually expecting. 
Also an App would be really handy. 
Cheers, Beth Pearson.",0,-31.557343,14.858799
169,Great site but surprised it tells me there is no observation data within 100k of Bullengarook.,0,-4.056561,-15.268545000000001
170,I like the new app and its features and links,0,21.266384,1.5315895
